activity_id,student_id,activity_name,category,level,participation,score,year
846,233,Music,Extra-curricular,Beginner,Occasional,90,2025
847,233,Coding,Academics,Intermediate,Regular,80,2023
848,233,Football,Sports,Beginner,Regular,42,2025
849,233,Art,Extra-curricular,Beginner,Regular,54,2021
850,234,Debate,Extra-curricular,Beginner,Regular,81,2025
851,234,Athletics,Sports,Beginner,Regular,75,2025
852,234,Music,Extra-curricular,Advanced,Regular,46,2022
853,235,Biology,Academics,Beginner,Regular,51,2022
854,235,Art,Extra-curricular,Advanced,Regular,89,2023
855,235,Music,Extra-curricular,Advanced,Occasional,50,2024
856,236,Art,Extra-curricular,Advanced,Regular,74,2022
857,236,Athletics,Sports,Beginner,Regular,46,2023
858,236,Physics,Academics,Intermediate,Regular,54,2025
859,237,Coding,Academics,Beginner,Occasional,76,2024
860,237,Physics,Academics,Beginner,Regular,92,2022
861,237,Debate,Extra-curricular,Advanced,Regular,89,2021
862,237,Athletics,Sports,Intermediate,Occasional,80,2021
863,237,Music,Extra-curricular,Advanced,Occasional,60,2024
864,238,Music,Extra-curricular,Intermediate,Occasional,58,2023
865,238,Debate,Extra-curricular,Advanced,Occasional,41,2025
866,238,Mathematics,Academics,Intermediate,Occasional,76,2025
867,238,Art,Extra-curricular,Beginner,Regular,74,2021
868,239,Mathematics,Academics,Beginner,Occasional,82,2024
869,239,Art,Extra-curricular,Intermediate,Occasional,40,2024
870,239,Cricket,Sports,Intermediate,Occasional,43,2023
871,239,Music,Extra-curricular,Intermediate,Regular,86,2025
872,240,Football,Sports,Intermediate,Occasional,65,2024
873,240,Mathematics,Academics,Advanced,Occasional,84,2023
874,240,Art,Extra-curricular,Advanced,Regular,43,2023
875,241,Economics,Academics,Advanced,Occasional,64,2022
876,241,Mathematics,Academics,Beginner,Regular,76,2025
877,241,Athletics,Sports,Beginner,Regular,46,2025
878,241,Coding,Academics,Intermediate,Regular,78,2021
879,241,Physics,Academics,Beginner,Occasional,67,2024
880,242,Biology,Academics,Beginner,Occasional,74,2024
881,242,Physics,Academics,Intermediate,Regular,59,2021
882,242,Mathematics,Academics,Advanced,Occasional,74,2025
883,243,Music,Extra-curricular,Beginner,Regular,62,2022
884,243,Athletics,Sports,Beginner,Regular,71,2025
885,243,Cricket,Sports,Intermediate,Occasional,83,2021
886,243,Biology,Academics,Beginner,Regular,56,2023
887,243,Physics,Academics,Intermediate,Regular,95,2024
888,244,Mathematics,Academics,Advanced,Occasional,75,2021
889,244,Cricket,Sports,Beginner,Occasional,77,2023
890,244,Debate,Extra-curricular,Advanced,Regular,76,2024
891,244,Art,Extra-curricular,Intermediate,Occasional,71,2022
892,245,Debate,Extra-curricular,Advanced,Occasional,52,2025
893,245,Art,Extra-curricular,Intermediate,Regular,88,2024
894,246,Cricket,Sports,Advanced,Occasional,52,2023
895,246,Football,Sports,Beginner,Occasional,58,2025
896,247,Cricket,Sports,Advanced,Regular,53,2022
897,247,Debate,Extra-curricular,Advanced,Regular,61,2022
898,247,Music,Extra-curricular,Beginner,Occasional,62,2021
899,247,Biology,Academics,Beginner,Regular,83,2022
900,248,Athletics,Sports,Advanced,Occasional,43,2025
901,248,Music,Extra-curricular,Intermediate,Occasional,86,2025
902,248,Biology,Academics,Beginner,Occasional,56,2022
903,249,Art,Extra-curricular,Intermediate,Occasional,68,2021
904,249,Coding,Academics,Beginner,Regular,95,2022
905,249,Cricket,Sports,Advanced,Occasional,69,2022
906,249,Physics,Academics,Advanced,Occasional,88,2023
907,250,Music,Extra-curricular,Intermediate,Occasional,82,2021
908,250,Football,Sports,Intermediate,Regular,73,2023
909,250,Art,Extra-curricular,Beginner,Regular,46,2021
910,251,Art,Extra-curricular,Advanced,Regular,42,2024
911,251,Physics,Academics,Beginner,Occasional,52,2022
912,251,Cricket,Sports,Beginner,Occasional,84,2022
913,251,Debate,Extra-curricular,Beginner,Occasional,60,2025
914,252,Mathematics,Academics,Intermediate,Occasional,53,2022
915,252,Art,Extra-curricular,Beginner,Regular,63,2021
916,253,Music,Extra-curricular,Beginner,Occasional,70,2023
917,253,Coding,Academics,Intermediate,Regular,50,2022
918,254,Art,Extra-curricular,Beginner,Regular,52,2022
919,254,Cricket,Sports,Beginner,Regular,57,2025
920,254,Coding,Academics,Advanced,Regular,98,2022
921,254,Music,Extra-curricular,Beginner,Regular,64,2022
922,255,Athletics,Sports,Beginner,Occasional,77,2022
923,255,Football,Sports,Beginner,Occasional,83,2022
924,255,Cricket,Sports,Intermediate,Regular,71,2025
925,255,Art,Extra-curricular,Beginner,Regular,65,2021
926,255,Mathematics,Academics,Intermediate,Regular,61,2023
927,256,Debate,Extra-curricular,Beginner,Occasional,45,2022
928,256,Art,Extra-curricular,Beginner,Occasional,47,2023
929,256,Economics,Academics,Intermediate,Regular,66,2023
930,256,Football,Sports,Intermediate,Occasional,72,2021
931,256,Music,Extra-curricular,Intermediate,Regular,73,2022
932,257,Debate,Extra-curricular,Beginner,Regular,67,2025
933,257,Art,Extra-curricular,Advanced,Occasional,62,2023
934,257,Cricket,Sports,Intermediate,Occasional,64,2021
935,258,Biology,Academics,Beginner,Regular,65,2022
936,258,Debate,Extra-curricular,Intermediate,Regular,81,2025
937,258,Athletics,Sports,Intermediate,Regular,50,2024
938,259,Coding,Academics,Intermediate,Occasional,80,2024
939,259,Biology,Academics,Advanced,Occasional,77,2022
940,259,Cricket,Sports,Intermediate,Regular,72,2024
941,260,Physics,Academics,Intermediate,Regular,76,2024
942,260,Cricket,Sports,Advanced,Regular,84,2023
943,261,Biology,Academics,Intermediate,Regular,63,2024
944,261,Economics,Academics,Advanced,Regular,92,2024
945,261,Coding,Academics,Beginner,Occasional,50,2024
946,261,Physics,Academics,Advanced,Occasional,86,2023
947,262,Music,Extra-curricular,Advanced,Regular,78,2024
948,262,Economics,Academics,Beginner,Regular,89,2022
949,262,Athletics,Sports,Intermediate,Occasional,71,2025
950,262,Biology,Academics,Advanced,Occasional,60,2023
951,263,Coding,Academics,Beginner,Occasional,64,2021
952,263,Music,Extra-curricular,Advanced,Occasional,65,2022
953,263,Art,Extra-curricular,Beginner,Occasional,79,2025
954,263,Debate,Extra-curricular,Beginner,Occasional,43,2021
955,264,Debate,Extra-curricular,Intermediate,Occasional,75,2021
956,264,Coding,Academics,Beginner,Occasional,77,2023
957,264,Music,Extra-curricular,Intermediate,Occasional,47,2023
958,265,Music,Extra-curricular,Advanced,Occasional,44,2025
959,265,Physics,Academics,Advanced,Regular,62,2025
960,265,Cricket,Sports,Intermediate,Occasional,76,2022
961,265,Economics,Academics,Beginner,Regular,89,2025
962,266,Athletics,Sports,Advanced,Occasional,60,2025
963,266,Debate,Extra-curricular,Advanced,Occasional,80,2024
964,266,Art,Extra-curricular,Advanced,Regular,89,2022
965,266,Cricket,Sports,Advanced,Regular,88,2024
966,267,Coding,Academics,Intermediate,Occasional,99,2025
967,267,Physics,Academics,Beginner,Regular,61,2021
968,267,Art,Extra-curricular,Intermediate,Regular,44,2025
969,267,Music,Extra-curricular,Advanced,Occasional,48,2021
970,267,Mathematics,Academics,Intermediate,Regular,78,2023
971,268,Coding,Academics,Advanced,Occasional,54,2021
972,268,Art,Extra-curricular,Advanced,Occasional,48,2022
973,268,Debate,Extra-curricular,Advanced,Occasional,85,2021
974,269,Biology,Academics,Advanced,Regular,80,2022
975,269,Physics,Academics,Beginner,Regular,100,2021
976,269,Cricket,Sports,Intermediate,Occasional,50,2024
977,269,Debate,Extra-curricular,Beginner,Regular,59,2024
978,269,Mathematics,Academics,Advanced,Regular,69,2023
979,270,Art,Extra-curricular,Intermediate,Regular,56,2025
980,270,Coding,Academics,Intermediate,Regular,68,2024
981,270,Music,Extra-curricular,Intermediate,Occasional,86,2024
982,270,Athletics,Sports,Intermediate,Regular,43,2025
983,270,Football,Sports,Beginner,Regular,71,2022
984,271,Music,Extra-curricular,Beginner,Regular,58,2025
985,271,Coding,Academics,Intermediate,Regular,90,2022
986,271,Art,Extra-curricular,Intermediate,Regular,50,2023
987,272,Biology,Academics,Advanced,Regular,94,2022
988,272,Athletics,Sports,Advanced,Occasional,90,2022
989,272,Physics,Academics,Intermediate,Regular,55,2023
990,272,Debate,Extra-curricular,Advanced,Regular,76,2023
991,273,Physics,Academics,Advanced,Occasional,78,2024
992,273,Economics,Academics,Advanced,Occasional,97,2021
993,273,Art,Extra-curricular,Intermediate,Regular,42,2024
994,273,Athletics,Sports,Advanced,Occasional,66,2025
995,274,Debate,Extra-curricular,Beginner,Regular,63,2021
996,274,Physics,Academics,Beginner,Occasional,88,2022
997,275,Cricket,Sports,Advanced,Regular,64,2021
998,275,Art,Extra-curricular,Intermediate,Occasional,64,2025
999,275,Football,Sports,Advanced,Regular,84,2023
1000,275,Economics,Academics,Advanced,Occasional,100,2024
1001,275,Debate,Extra-curricular,Beginner,Regular,50,2021
1002,276,Art,Extra-curricular,Intermediate,Occasional,67,2024
1003,276,Debate,Extra-curricular,Intermediate,Regular,68,2021
1004,276,Coding,Academics,Intermediate,Regular,51,2023
1005,277,Cricket,Sports,Beginner,Occasional,50,2022
1006,277,Debate,Extra-curricular,Beginner,Regular,60,2022
1007,277,Mathematics,Academics,Advanced,Regular,92,2024
1008,277,Biology,Academics,Intermediate,Occasional,74,2024
1009,277,Coding,Academics,Advanced,Occasional,87,2024
1010,278,Mathematics,Academics,Beginner,Occasional,55,2023
1011,278,Athletics,Sports,Intermediate,Occasional,45,2023
1012,278,Coding,Academics,Advanced,Regular,83,2022
1013,278,Biology,Academics,Advanced,Occasional,64,2024
1014,279,Physics,Academics,Beginner,Regular,97,2023
1015,279,Music,Extra-curricular,Advanced,Occasional,64,2024
1016,279,Athletics,Sports,Beginner,Regular,45,2023
1017,279,Art,Extra-curricular,Beginner,Regular,57,2024
1018,279,Football,Sports,Beginner,Regular,86,2025
1019,280,Physics,Academics,Advanced,Occasional,54,2023
1020,280,Biology,Academics,Advanced,Regular,53,2025
1021,280,Debate,Extra-curricular,Intermediate,Occasional,59,2025
1022,281,Mathematics,Academics,Intermediate,Occasional,72,2024
1023,281,Athletics,Sports,Advanced,Regular,49,2024
1024,282,Coding,Academics,Beginner,Occasional,71,2023
1025,282,Music,Extra-curricular,Intermediate,Occasional,72,2022
1026,282,Mathematics,Academics,Advanced,Occasional,68,2023
1027,283,Debate,Extra-curricular,Advanced,Regular,82,2021
1028,283,Football,Sports,Advanced,Occasional,81,2024
1029,283,Mathematics,Academics,Beginner,Regular,98,2021
1030,283,Music,Extra-curricular,Advanced,Regular,55,2022
1031,284,Football,Sports,Intermediate,Occasional,56,2021
1032,284,Mathematics,Academics,Intermediate,Regular,98,2023
1033,285,Mathematics,Academics,Beginner,Regular,50,2022
1034,285,Biology,Academics,Beginner,Regular,59,2024
1035,285,Athletics,Sports,Intermediate,Regular,85,2023
1036,285,Music,Extra-curricular,Beginner,Occasional,54,2025
1037,286,Music,Extra-curricular,Advanced,Occasional,75,2022
1038,286,Mathematics,Academics,Advanced,Occasional,77,2024
1039,286,Cricket,Sports,Beginner,Regular,82,2022
1040,287,Economics,Academics,Beginner,Regular,87,2025
1041,287,Music,Extra-curricular,Advanced,Occasional,88,2022
1042,287,Coding,Academics,Advanced,Regular,61,2022
1043,287,Physics,Academics,Intermediate,Occasional,60,2022
1044,287,Debate,Extra-curricular,Beginner,Regular,52,2022
1045,288,Debate,Extra-curricular,Beginner,Regular,84,2022
1046,288,Biology,Academics,Intermediate,Regular,62,2025
1047,289,Physics,Academics,Intermediate,Occasional,73,2025
1048,289,Art,Extra-curricular,Beginner,Occasional,70,2022
1049,289,Music,Extra-curricular,Advanced,Occasional,45,2025
1050,290,Athletics,Sports,Beginner,Occasional,50,2021
1051,290,Biology,Academics,Intermediate,Occasional,59,2025
1052,290,Economics,Academics,Beginner,Regular,64,2025
1053,290,Music,Extra-curricular,Beginner,Occasional,66,2022
1054,291,Music,Extra-curricular,Beginner,Occasional,58,2024
1055,291,Debate,Extra-curricular,Beginner,Regular,74,2022
1056,291,Physics,Academics,Advanced,Occasional,53,2023
1057,292,Cricket,Sports,Beginner,Regular,50,2025
1058,292,Athletics,Sports,Beginner,Occasional,61,2025
1059,293,Coding,Academics,Advanced,Occasional,83,2024
1060,293,Physics,Academics,Beginner,Regular,85,2023
1061,293,Football,Sports,Beginner,Occasional,67,2021
1062,294,Coding,Academics,Beginner,Regular,54,2025
1063,294,Athletics,Sports,Intermediate,Regular,83,2022
1064,295,Music,Extra-curricular,Advanced,Occasional,80,2021
1065,295,Physics,Academics,Intermediate,Regular,89,2021
1066,295,Economics,Academics,Advanced,Occasional,51,2021
1067,296,Debate,Extra-curricular,Intermediate,Regular,60,2024
1068,296,Music,Extra-curricular,Beginner,Occasional,52,2021
1069,297,Coding,Academics,Advanced,Regular,64,2024
1070,297,Physics,Academics,Intermediate,Occasional,52,2021
1071,298,Music,Extra-curricular,Advanced,Occasional,48,2024
1072,298,Physics,Academics,Beginner,Occasional,94,2021
1073,299,Football,Sports,Advanced,Occasional,66,2025
1074,299,Mathematics,Academics,Advanced,Regular,61,2023
1075,299,Physics,Academics,Intermediate,Regular,97,2023
1076,299,Art,Extra-curricular,Advanced,Regular,68,2022
1077,299,Debate,Extra-curricular,Beginner,Occasional,72,2021
1078,300,Mathematics,Academics,Intermediate,Regular,64,2023
1079,300,Cricket,Sports,Advanced,Occasional,45,2023
1080,300,Music,Extra-curricular,Advanced,Occasional,44,2021
1081,300,Football,Sports,Intermediate,Occasional,60,2023
1082,301,Debate,Extra-curricular,Beginner,Regular,74,2022
1083,301,Mathematics,Academics,Intermediate,Regular,88,2021
1084,301,Athletics,Sports,Beginner,Occasional,61,2022
1085,302,Coding,Academics,Beginner,Regular,100,2024
1086,302,Debate,Extra-curricular,Intermediate,Regular,54,2022
1087,302,Physics,Academics,Beginner,Regular,76,2024
1088,303,Economics,Academics,Advanced,Occasional,100,2022
1089,303,Coding,Academics,Intermediate,Regular,60,2025
1090,304,Debate,Extra-curricular,Advanced,Occasional,55,2021
1091,304,Biology,Academics,Advanced,Regular,84,2025
1092,304,Coding,Academics,Intermediate,Occasional,83,2021
1093,304,Physics,Academics,Advanced,Occasional,53,2022
1094,305,Cricket,Sports,Intermediate,Regular,48,2024
1095,305,Coding,Academics,Beginner,Regular,95,2024
1096,305,Art,Extra-curricular,Intermediate,Regular,53,2023
1097,305,Mathematics,Academics,Advanced,Occasional,61,2021
1098,306,Cricket,Sports,Advanced,Regular,58,2022
1099,306,Art,Extra-curricular,Beginner,Regular,76,2021
1100,307,Art,Extra-curricular,Beginner,Occasional,69,2024
1101,307,Coding,Academics,Advanced,Regular,61,2023
1102,307,Mathematics,Academics,Intermediate,Regular,61,2024
1103,307,Music,Extra-curricular,Beginner,Occasional,50,2025
1104,307,Physics,Academics,Advanced,Regular,58,2025
1105,308,Physics,Academics,Intermediate,Occasional,76,2022
1106,308,Economics,Academics,Beginner,Occasional,92,2023
1107,309,Music,Extra-curricular,Advanced,Regular,54,2023
1108,309,Economics,Academics,Beginner,Occasional,69,2022
1109,310,Coding,Academics,Advanced,Regular,94,2021
1110,310,Art,Extra-curricular,Intermediate,Regular,41,2022
1111,310,Music,Extra-curricular,Advanced,Regular,59,2024
1112,310,Economics,Academics,Advanced,Occasional,76,2022
1113,311,Football,Sports,Advanced,Occasional,66,2023
1114,311,Debate,Extra-curricular,Intermediate,Regular,85,2022
1115,311,Physics,Academics,Beginner,Occasional,53,2023
1116,311,Coding,Academics,Beginner,Occasional,74,2024
1117,312,Physics,Academics,Intermediate,Regular,91,2022
1118,312,Football,Sports,Advanced,Occasional,74,2022
1119,312,Biology,Academics,Intermediate,Regular,74,2023
1120,313,Music,Extra-curricular,Intermediate,Occasional,90,2022
1121,313,Art,Extra-curricular,Intermediate,Occasional,56,2022
1122,314,Art,Extra-curricular,Advanced,Regular,66,2025
1123,314,Biology,Academics,Intermediate,Occasional,71,2021
1124,314,Music,Extra-curricular,Beginner,Occasional,60,2022
1125,315,Art,Extra-curricular,Intermediate,Occasional,72,2022
1126,315,Debate,Extra-curricular,Intermediate,Regular,50,2023
1127,315,Physics,Academics,Beginner,Occasional,54,2023
1128,315,Economics,Academics,Intermediate,Occasional,87,2025
1129,315,Football,Sports,Advanced,Regular,44,2022
1130,316,Art,Extra-curricular,Intermediate,Regular,68,2021
1131,316,Economics,Academics,Beginner,Regular,66,2022
1132,317,Economics,Academics,Intermediate,Regular,79,2025
1133,317,Coding,Academics,Beginner,Regular,84,2024
1134,318,Physics,Academics,Intermediate,Regular,95,2021
1135,318,Biology,Academics,Advanced,Regular,100,2024
1136,318,Debate,Extra-curricular,Intermediate,Regular,65,2024
1137,318,Mathematics,Academics,Intermediate,Occasional,67,2021
1138,319,Cricket,Sports,Beginner,Regular,75,2021
1139,319,Coding,Academics,Intermediate,Occasional,63,2024
1140,319,Music,Extra-curricular,Intermediate,Regular,86,2025
1141,319,Art,Extra-curricular,Advanced,Occasional,65,2022
1142,320,Music,Extra-curricular,Beginner,Occasional,59,2021
1143,320,Economics,Academics,Beginner,Regular,93,2022
1144,320,Physics,Academics,Intermediate,Regular,76,2022
1145,320,Mathematics,Academics,Beginner,Occasional,56,2022
1146,321,Physics,Academics,Beginner,Occasional,51,2023
1147,321,Football,Sports,Beginner,Occasional,70,2024
1148,321,Music,Extra-curricular,Intermediate,Regular,46,2024
1149,321,Mathematics,Academics,Advanced,Regular,89,2024
1150,321,Athletics,Sports,Intermediate,Occasional,44,2022
1151,322,Athletics,Sports,Beginner,Occasional,41,2021
1152,322,Art,Extra-curricular,Intermediate,Occasional,68,2022
1153,322,Music,Extra-curricular,Advanced,Regular,44,2024
1154,322,Football,Sports,Intermediate,Regular,59,2022
1155,323,Cricket,Sports,Advanced,Regular,73,2022
1156,323,Mathematics,Academics,Advanced,Regular,66,2023
1157,323,Coding,Academics,Advanced,Occasional,99,2022
1158,323,Music,Extra-curricular,Advanced,Regular,79,2025
1159,324,Debate,Extra-curricular,Advanced,Occasional,72,2021
1160,324,Cricket,Sports,Beginner,Occasional,76,2021
1161,324,Art,Extra-curricular,Intermediate,Occasional,44,2021
1162,325,Physics,Academics,Advanced,Occasional,60,2025
1163,325,Football,Sports,Intermediate,Regular,42,2024
1164,325,Mathematics,Academics,Advanced,Regular,67,2023
1165,325,Art,Extra-curricular,Advanced,Regular,43,2025
1166,326,Cricket,Sports,Beginner,Regular,77,2025
1167,326,Debate,Extra-curricular,Beginner,Regular,85,2021
1168,326,Physics,Academics,Advanced,Regular,88,2023
1169,326,Economics,Academics,Advanced,Regular,92,2023
1170,327,Physics,Academics,Advanced,Occasional,56,2021
1171,327,Mathematics,Academics,Beginner,Regular,79,2021
1172,327,Debate,Extra-curricular,Beginner,Occasional,48,2025
1173,327,Football,Sports,Advanced,Occasional,78,2025
1174,328,Physics,Academics,Advanced,Occasional,95,2024
1175,328,Biology,Academics,Beginner,Regular,70,2022
1176,329,Biology,Academics,Intermediate,Regular,91,2023
1177,329,Football,Sports,Advanced,Regular,76,2025
1178,329,Athletics,Sports,Advanced,Occasional,66,2023
1179,330,Economics,Academics,Advanced,Regular,58,2024
1180,330,Debate,Extra-curricular,Beginner,Regular,68,2023
1181,330,Art,Extra-curricular,Beginner,Occasional,75,2024
1182,330,Football,Sports,Advanced,Regular,59,2022
1183,331,Art,Extra-curricular,Advanced,Occasional,85,2025
1184,331,Music,Extra-curricular,Intermediate,Regular,83,2024
1185,331,Athletics,Sports,Beginner,Regular,67,2023
1186,332,Physics,Academics,Beginner,Regular,99,2023
1187,332,Football,Sports,Advanced,Occasional,43,2022
1188,332,Coding,Academics,Advanced,Occasional,74,2022
1189,332,Athletics,Sports,Intermediate,Occasional,53,2025
1190,333,Cricket,Sports,Intermediate,Occasional,44,2024
1191,333,Music,Extra-curricular,Beginner,Occasional,77,2023
1192,333,Physics,Academics,Beginner,Regular,83,2021
1193,333,Athletics,Sports,Beginner,Occasional,67,2022
1194,333,Economics,Academics,Advanced,Occasional,50,2021
1195,334,Art,Extra-curricular,Beginner,Occasional,42,2024
1196,334,Cricket,Sports,Advanced,Regular,69,2024
1197,335,Economics,Academics,Advanced,Regular,58,2023
1198,335,Biology,Academics,Advanced,Regular,54,2025
1199,335,Music,Extra-curricular,Intermediate,Occasional,74,2025
1200,335,Athletics,Sports,Beginner,Regular,46,2025
1201,335,Art,Extra-curricular,Advanced,Regular,77,2022
1202,336,Art,Extra-curricular,Intermediate,Occasional,87,2023
1203,336,Music,Extra-curricular,Intermediate,Regular,68,2021
1204,336,Economics,Academics,Beginner,Regular,94,2022
1205,336,Physics,Academics,Advanced,Regular,76,2022
1206,337,Cricket,Sports,Advanced,Occasional,49,2025
1207,337,Debate,Extra-curricular,Intermediate,Occasional,85,2021
1208,337,Economics,Academics,Advanced,Regular,66,2021
1209,338,Athletics,Sports,Advanced,Occasional,79,2023
1210,338,Art,Extra-curricular,Advanced,Occasional,64,2021
1211,338,Football,Sports,Intermediate,Regular,77,2023
1212,338,Debate,Extra-curricular,Beginner,Regular,57,2024
1213,338,Physics,Academics,Intermediate,Regular,84,2024
1214,339,Mathematics,Academics,Advanced,Occasional,69,2025
1215,339,Coding,Academics,Intermediate,Occasional,71,2021
1216,340,Art,Extra-curricular,Intermediate,Occasional,72,2024
1217,340,Economics,Academics,Advanced,Occasional,82,2025
1218,340,Debate,Extra-curricular,Beginner,Occasional,77,2022
1219,340,Coding,Academics,Beginner,Occasional,61,2022
1220,340,Football,Sports,Intermediate,Occasional,56,2025
1221,341,Debate,Extra-curricular,Intermediate,Regular,42,2025
1222,341,Coding,Academics,Beginner,Regular,54,2023
1223,341,Mathematics,Academics,Advanced,Regular,90,2024
1224,341,Athletics,Sports,Beginner,Occasional,83,2022
1225,341,Art,Extra-curricular,Beginner,Regular,85,2025
1226,342,Physics,Academics,Beginner,Regular,100,2025
1227,342,Music,Extra-curricular,Intermediate,Regular,82,2024
1228,342,Athletics,Sports,Advanced,Regular,68,2021
1229,342,Mathematics,Academics,Advanced,Regular,79,2024
1230,343,Cricket,Sports,Advanced,Occasional,52,2022
1231,343,Debate,Extra-curricular,Advanced,Occasional,65,2022
1232,343,Mathematics,Academics,Advanced,Occasional,100,2022
1233,343,Biology,Academics,Intermediate,Occasional,79,2022
1234,344,Biology,Academics,Advanced,Occasional,51,2023
1235,344,Athletics,Sports,Intermediate,Occasional,74,2021
1236,344,Art,Extra-curricular,Advanced,Regular,89,2022
1237,344,Mathematics,Academics,Beginner,Occasional,58,2022
1238,345,Biology,Academics,Beginner,Regular,58,2025
1239,345,Economics,Academics,Intermediate,Occasional,81,2022
1240,346,Physics,Academics,Advanced,Occasional,78,2024
1241,346,Cricket,Sports,Beginner,Regular,79,2023
1242,347,Football,Sports,Beginner,Occasional,67,2025
1243,347,Economics,Academics,Advanced,Regular,59,2022
1244,347,Debate,Extra-curricular,Beginner,Occasional,74,2022
1245,347,Biology,Academics,Beginner,Occasional,70,2021
1246,348,Athletics,Sports,Intermediate,Regular,50,2022
1247,348,Mathematics,Academics,Advanced,Regular,86,2023
1248,349,Athletics,Sports,Advanced,Regular,74,2024
1249,349,Music,Extra-curricular,Advanced,Regular,60,2023
1250,349,Coding,Academics,Intermediate,Regular,87,2025
1251,349,Biology,Academics,Advanced,Regular,53,2022
1252,349,Art,Extra-curricular,Advanced,Regular,68,2023
1253,350,Biology,Academics,Intermediate,Occasional,73,2023
1254,350,Athletics,Sports,Beginner,Occasional,41,2021
1255,351,Music,Extra-curricular,Intermediate,Regular,79,2023
1256,351,Football,Sports,Advanced,Regular,86,2021
1257,351,Cricket,Sports,Advanced,Regular,82,2021
1258,352,Mathematics,Academics,Beginner,Occasional,74,2021
1259,352,Athletics,Sports,Intermediate,Regular,79,2024
1260,352,Cricket,Sports,Advanced,Occasional,78,2021
1261,352,Coding,Academics,Advanced,Occasional,60,2021
1262,353,Cricket,Sports,Intermediate,Occasional,78,2022
1263,353,Biology,Academics,Beginner,Regular,65,2024
1264,353,Athletics,Sports,Beginner,Regular,88,2023
1265,354,Football,Sports,Advanced,Regular,77,2025
1266,354,Athletics,Sports,Advanced,Occasional,66,2022
1267,354,Physics,Academics,Intermediate,Occasional,80,2021
1268,355,Football,Sports,Intermediate,Regular,66,2021
1269,355,Music,Extra-curricular,Intermediate,Regular,88,2025
1270,355,Mathematics,Academics,Advanced,Regular,56,2023
1271,356,Economics,Academics,Intermediate,Occasional,96,2022
1272,356,Debate,Extra-curricular,Advanced,Regular,48,2021
1273,356,Art,Extra-curricular,Beginner,Occasional,72,2023
1274,356,Biology,Academics,Intermediate,Regular,79,2024
1275,357,Mathematics,Academics,Intermediate,Occasional,51,2022
1276,357,Football,Sports,Advanced,Regular,68,2024
1277,358,Biology,Academics,Intermediate,Regular,68,2023
1278,358,Physics,Academics,Advanced,Regular,86,2022
1279,358,Cricket,Sports,Advanced,Regular,61,2024
1280,358,Debate,Extra-curricular,Advanced,Occasional,60,2025
1281,358,Mathematics,Academics,Advanced,Regular,98,2025
1282,359,Economics,Academics,Advanced,Occasional,76,2021
1283,359,Mathematics,Academics,Intermediate,Regular,53,2025
1284,359,Football,Sports,Beginner,Occasional,43,2025
1285,360,Art,Extra-curricular,Beginner,Occasional,89,2022
1286,360,Athletics,Sports,Intermediate,Occasional,83,2023
1287,361,Art,Extra-curricular,Intermediate,Occasional,45,2021
1288,361,Physics,Academics,Advanced,Regular,88,2025
1289,361,Mathematics,Academics,Intermediate,Occasional,75,2021
1290,361,Debate,Extra-curricular,Intermediate,Regular,77,2023
1291,362,Music,Extra-curricular,Intermediate,Occasional,48,2022
1292,362,Biology,Academics,Advanced,Regular,81,2022
1293,363,Football,Sports,Beginner,Regular,77,2025
1294,363,Mathematics,Academics,Advanced,Occasional,91,2022
1295,363,Athletics,Sports,Beginner,Regular,71,2021
1296,363,Biology,Academics,Advanced,Occasional,74,2025
1297,364,Physics,Academics,Advanced,Regular,83,2021
1298,364,Debate,Extra-curricular,Beginner,Regular,45,2023
1299,364,Biology,Academics,Advanced,Occasional,87,2024
1300,364,Cricket,Sports,Advanced,Regular,59,2025
1301,364,Music,Extra-curricular,Advanced,Regular,76,2022
1302,365,Athletics,Sports,Beginner,Occasional,74,2022
1303,365,Debate,Extra-curricular,Advanced,Occasional,65,2023
1304,365,Cricket,Sports,Beginner,Occasional,69,2024
1305,365,Economics,Academics,Intermediate,Regular,71,2025
1306,366,Music,Extra-curricular,Advanced,Regular,84,2022
1307,366,Athletics,Sports,Advanced,Occasional,83,2021
1308,366,Coding,Academics,Intermediate,Regular,55,2023
1309,367,Physics,Academics,Advanced,Regular,95,2022
1310,367,Economics,Academics,Beginner,Occasional,73,2022
1311,367,Biology,Academics,Intermediate,Regular,56,2023
1312,367,Athletics,Sports,Beginner,Occasional,50,2023
1313,367,Mathematics,Academics,Beginner,Occasional,82,2024
1314,368,Debate,Extra-curricular,Beginner,Occasional,80,2022
1315,368,Biology,Academics,Advanced,Occasional,52,2023
1316,368,Music,Extra-curricular,Beginner,Regular,45,2022
1317,369,Debate,Extra-curricular,Intermediate,Regular,90,2022
1318,369,Athletics,Sports,Intermediate,Occasional,50,2022
1319,370,Athletics,Sports,Advanced,Regular,77,2021
1320,370,Debate,Extra-curricular,Advanced,Occasional,75,2021
1321,370,Physics,Academics,Advanced,Occasional,89,2023
1322,371,Cricket,Sports,Advanced,Regular,51,2022
1323,371,Football,Sports,Advanced,Regular,51,2022
1324,371,Art,Extra-curricular,Intermediate,Regular,66,2025
1325,372,Physics,Academics,Beginner,Regular,53,2025
1326,372,Music,Extra-curricular,Beginner,Occasional,57,2024
1327,373,Coding,Academics,Intermediate,Regular,98,2025
1328,373,Athletics,Sports,Advanced,Regular,46,2024
1329,373,Music,Extra-curricular,Beginner,Occasional,84,2025
